,Unnamed: 0,villeID,size,lat,long
18257,18257,San Josecito,54669,7.66106,-72.22009
19925,19925,San Isidro de Curuguaty,11095,-24.47184,-55.69227
19927,19927,Limpio,96143,-25.16611,-57.48562
19929,19929,Ciudad del Este,301815,-25.50972,-54.61111
20118,20118,Ducos,17394,14.57529,-60.97453
20582,20582,San Pedro de Lloc,16250,-7.4289,-79.50416
20591,20591,Cajabamba,13486,-7.61667,-78.05
20599,20599,Puquio,10491,-14.7,-74.13333
20602,20602,Minas de Marcona,15478,-15.21194,-75.11028
20609,20609,Chaupimarca,28666,-10.40696,-76.46168
20616,20616,Jesus Maria,66171,-12.06982,-77.04495
22592,22592,Villamontes,39800,-21.26235,-63.46903
22601,22601,Urbano Santos,12268,-3.20778,-43.40361
22604,22604,Sousa,47927,-6.75917,-38.22806
22605,22605,Santo Antônio,12529,-6.31056,-35.47889
22606,22606,Santa Helena,16045,-2.23111,-45.3
22607,22607,Presidente Dutra,30330,-5.29,-44.49
22608,22608,Parintins,64428,-2.62833,-56.73583
22609,22609,Orós,16328,-6.24444,-38.91361
22611,22611,Missão Velha,13106,-7.24972,-39.14306
22612,22612,Macapá,512902,0.03889,-51.06639
22613,22613,Lagoa da Canoa,13422,-9.82972,-36.73778
22614,22614,Estreito,17647,-5.78333,-43.25
22615,22615,Custódia,18107,-8.0875,-37.64306
22616,22616,Crato,88786,-7.23417,-39.40944
22617,22617,Caxias,148072,-4.85889,-43.35611
22618,22618,Cascavel,52357,-4.13306,-38.24194
22619,22619,Campos Sales,17648,-7.07444,-40.37611
22621,22621,Amontada,13520,-3.36167,-39.83167
22622,22622,Alagoa Grande,16406,-7.04159,-35.62699
22623,22623,Água Branca,13912,-5.89222,-42.63611
22624,22624,Vitória,312656,-20.31944,-40.33778
22625,22625,Urupês,10745,-21.20167,-49.29
22626,22626,Tupi Paulista,10877,-21.38111,-51.57056
22627,22627,Tapejara,14064,-28.06806,-52.01389
22628,22628,São Lourenço da Serra,13330,-23.8525,-46.9425
22629,22629,Rio Claro,180147,-22.41139,-47.56139
22631,22631,Pouso Alegre,115201,-22.23,-45.93639
22633,22633,Pomerode,21898,-26.74056,-49.17694
22634,22634,Piritiba,16230,-11.73028,-40.55528
22635,22635,Piraquara,41161,-25.44227,-49.06795
22636,22636,Pato Branco,65754,-26.22861,-52.67056
22637,22637,Paracambi,36098,-22.60829,-43.7084
22638,22638,Otacílio Costa,14557,-27.48306,-50.12194
22639,22639,Nova Prata,17943,-28.78389,-51.61
22640,22640,Nova Olímpia,19274,-14.79722,-57.28806
22642,22642,Nossa Senhora das Dores,14550,-10.49167,-37.19333
22643,22643,Muriaé,91173,-21.13056,-42.36639
22644,22644,Mogi das Cruzes,325746,-23.52278,-46.18833
22646,22646,Miguel Pereira,23850,-22.45389,-43.46889
22647,22647,Matão,72468,-21.60333,-48.36583
22649,22649,Junqueirópolis,13965,-21.51472,-51.43361
22650,22650,Jitaúna,11619,-14.01274,-39.89833
22651,22651,Jardinópolis,34718,-21.01778,-47.76389
22652,22652,Jaguarão,29613,-32.56611,-53.37583
22653,22653,Jaguaquara,41498,-13.53056,-39.97083
22654,22654,Itabuna,205660,-14.78556,-39.28028
22655,22655,Itabirito,39452,-20.25333,-43.80139
22657,22657,Iperó,17160,-23.35028,-47.68861
22658,22658,Guaranésia,17437,-21.29917,-46.8025
22659,22659,Garça,41302,-22.21056,-49.65611
22660,22660,Corupá,12600,-26.42528,-49.24306
22662,22662,Charqueada,12391,-22.50972,-47.77806
22663,22663,Carlos Barbosa,19105,-29.2975,-51.50361
22664,22664,Campo Largo,94668,-25.45955,-49.53014
22665,22665,Cajati,27565,-24.73611,-48.12278
22666,22666,Brumado,41989,-14.20361,-41.66528
22667,22667,Belo Horizonte,2721564,-19.92083,-43.93778
22668,22668,Barra Mansa,164052,-22.54417,-44.17139
22669,22669,Araucária,111302,-25.59306,-49.41028
22670,22670,Araçoiaba da Serra,15395,-23.50528,-47.61417
22671,22671,Araci,15088,-11.33333,-38.96667
22672,22672,Araçatuba,170024,-21.20889,-50.43278
22673,22673,Além Paraíba,33907,-21.88778,-42.70444
22678,22678,Senador Guiomard,23236,-10.1497,-67.73741
22681,22681,Santa Maria de Jetibá,13090,-20.02745,-40.74336
22684,22684,São Pedro,20424,-22.42313,-42.96612
22889,22889,Zárate,99061,-34.09584,-59.02423
22892,22892,Puerto Rico,17491,-26.8089,-55.02147
22897,22897,Gobernador Virasora,28756,-28.05,-56.03333
22900,22900,Zapala,31534,-38.90056,-70.06674
22903,22903,Villa María,92453,-32.40751,-63.24016
22904,22904,Villa Carlos Paz,69451,-31.42414,-64.49778
22906,22906,Unquillo,15369,-31.23717,-64.31176
22912,22912,Santa Fe,391164,-31.64881,-60.70868
22914,22914,San Jorge,16873,-31.89618,-61.85984
22915,22915,Roldán,12468,-32.89846,-60.90681
22916,22916,Río Grande,52681,-53.78773,-67.70975
22918,22918,Plottier,25186,-38.96667,-68.23333
22929,22929,Villa Mercedes,96781,-33.67571,-65.45783
23326,23326,Puerto Natales,20000,-51.72987,-72.50603
23327,23327,Diego de Almagro,18137,-26.39022,-70.04556
23756,23756,San José de Mayo,36529,-34.3375,-56.71361
23757,23757,Libertad,10166,-34.63459,-56.61739
23768,23768,Táriba,138402,7.82117,-72.22329
23770,23770,Palo Negro,128875,10.17389,-67.54194
23771,23771,Mérida,300000,8.58972,-71.15611
23772,23772,Las Tejerías,43445,10.25416,-67.17333
23773,23773,Concepción,40313,10.4119,-71.68919
23774,23774,El Limón,148247,10.30589,-67.63212
23775,23775,Caucagua,31788,10.2831,-66.37591
23776,23776,Caicara del Orinoco,67277,7.63501,-66.16815
23777,23777,Aroa,35508,10.43949,-68.89496
24203,24203,Villanueva,12791,10.44361,-75.27306
